id,NameEn,NameKr,GenKr,GenName
9023,Panfozol,판포졸정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole
9024,Pantorex,판토렉스정,에스-판토프라졸나트륨삼수화물,pantoprazole
9025,Pantorus,판토루스정,에스-판토프라졸나트륨삼수화물,pantoprazole
9026,Pantostac,판토스탁정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole
9027,Pantocid,판토시드정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole
9028,Pantopra,판토프라정,판토프라졸나트륨세스키히드레이트,pantoprazole
9029,Panpra,판프라정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole
9030,Panprazol,판프라졸정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole
9031,Panprazol,판프라졸정,판토프라졸나트륨세스키히드레이트,pantoprazole
9032,Panpirox,판피록정,판토프라졸나트륨세스키히드레이트,pantoprazole
9033,Palnon,팔논주,팔로노세트론염산염,palonosetron
9034,Palonoxy,팔로녹시주,팔로노세트론염산염,palonosetron
9035,Palodel,팔로델정,브로모크립틴메실산염,bromocriptine
9036,Palispense,팔리스펜서방정밀리그램,팔리페리돈,paliperidone
9037,Palpal,팔팔정밀리그램,실데나필시트르산염,sildenafil
9038,Palpal Chewable,팔팔츄정밀리그램,실데나필,sildenafil
9039,Pamdone,팜도네정밀리그램,도네페질염산염일수화물,donepezil
9040,Pamdiac,팜디악정,팜시클로비르,famciclovir
9041,Pamdial,팜디알정,디메크로트산마그네슘,magnesium dimecrotate
9042,Pamdio,팜디오정밀리그램,팜시클로비르,famciclovir
9043,Pamlex,팜렉스정,에페리손염산염,eperisone
9044,Pamlova,팜로바정밀리그램,팜시클로비르,famciclovir
9045,Pamlover,팜로버정,팜시클로비르,famciclovir
9046,Pamlovir,팜로비르정,팜시클로비르,famciclovir
9047,Pamlica,팜리카캡슐밀리그램,프레가발린,pregabalin
9048,Pambina,팜비나정,팜시클로비르,famciclovir
9049,Pambid,팜비드정밀리그램,팜시클로비르,famciclovir
9050,Pambir,팜비르정,팜시클로비르,famciclovir
9051,Pamvir,팜비르정밀리그램,팜시클로비르,famciclovir
9052,Pamvis,팜비스정,팜시클로비르,famciclovir
9053,Pamvicin,팜비신정,팜시클로비르,famciclovir
9054,Pambio Thymosin,팜비오싸이모신주,싸이모신-알파1,thymosin alpha-1
9055,Pamvicle,팜비클정,팜시클로비르,famciclovir
9056,Pamvix,팜빅스정,팜시클로비르,famciclovir
9057,Pamsoni,팜소니정밀리그램,팜시클로비르,famciclovir
9058,Pamshure,팜슈어정밀리그램,팜시클로비르,famciclovir
9059,Pamlosin SR,팜스로신서방캡슐밀리그램,탐스로신염산염,tamsulosin
9060,Pamlosin SR,팜스로신서방캡슐,탐스로신염산염,tamsulosin
9061,Pamcina,팜시나정밀리그램,팜시클로비르,famciclovir
9062,Pamcinal,팜시날정,팜시클로비르,famciclovir
9063,Pamcinex,팜시넥스정밀리그램,팜시클로비르,famciclovir
9064,Pamcinova,팜시노바정밀리그램,팜시클로비르,famciclovir
9065,Pamci,팜시정밀리그램,팜시클로비르,famciclovir
9066,Pamcivai,팜시바이정,팜시클로비르,famciclovir
9067,Pamcivir,팜시비르정밀리그램,팜시클로비르,famciclovir
9068,Pamcia,팜시아정,팜시클로비르,famciclovir
9069,Pamciem,팜시엠정,팜시클로버,famciclovir
9070,Pamcical,팜시칼정밀리그램,팜시클로비르,famciclovir
9071,Pamcico,팜시코정밀리그램,팜시클로비르,famciclovir
9072,Pamcicra,팜시크라정,팜시클로비르,famciclovir
9073,Pamcicla,팜시클라정,팜시클로비르,famciclovir
9074,Pamciclo,팜시클로정밀리그램,팜시클로비르,famciclovir
9075,Pamcicle,팜시클정밀리그램,팜시클로비르,famciclovir
9076,Pamcipro,팜시프로정,팜시클로비르,famciclovir
9077,Pamcintex,팜신텍스정밀리그램,팜시클로비르,famciclovir
9078,PamCM,팜씨엠정,팜시클로비르,famciclovir
9079,PamC-One,팜씨원정,팜시클로비르,famciclovir
9080,PamCK,팜씨케이정밀리그램,팜시클로비르,famciclovir
9081,PharmGen Dutasteride Soft,팜젠두타스테리드연질캡슐,두타스테리드,dutasteride
9082,PharmGen Ranitidine HCl,팜젠라니티딘염산염정,라니티딘염산염,ranitidine
9083,PharmGen Cefotetan,팜젠세포테탄주밀리그램,세포테탄,cefotetan
9084,PharmGen Cefradine Hydrate,팜젠세프라딘수화물캡슐,세프라딘수화물,cefradine hydrate
9085,PharmGen Ceftriaxone Sodium Hydrate,팜젠세프트리악손나트륨수화물주g,세프트리악손나트륨수화물,ceftriaxone hydrate
9086,PharmGen Cimetidine,팜젠시메티딘정,시메티딘,cimetidine
9087,PharmGen Ciprofloxacin,팜젠시프로플록사신정,시프로플록사신염산염,ciprofloxacin
9088,PharmGen Cilostazol SR,팜젠실로스타졸서방캡슐밀리그램,실로스타졸,cilostazol
9089,PharmGen Aciclovir,팜젠아시클로버정,아시클로버,aciclovir
9090,PharmGen Apixaban,팜젠아픽사반정밀리그램,아픽사반,apixaban
9091,PharmGen Eperisone SR,팜젠에페리손서방정,에페리손염산염,eperisone
9092,PharmGen Eperisone,팜젠에페리손정,에페리손염산염,eperisone
9093,PharmGen Tenofovir Disoproxil Fumarate,팜젠테노포비르디소프록실푸마르산염정,테노포비르디소프록실푸마르산염,tenofovir disoproxil fumarate
9094,PharmGen Tofacitinib,팜젠토파시티닙정밀리그램,토파시티닙아스파르트산염,tofacitinib aspartate
9095,PharmGen Fenofibrate,팜젠페노피브레이트정밀리그램,페노피브레이트,fenofibrate
9096,PharmGen Prucalopride Succinate,팜젠프루칼로프라이드숙신산염정,프루칼로프라이드숙신산염,prucalopride succinate
9097,Pamcardin,팜카딘정밀리그램,파모티딘,famotidine
9098,Pamcoxib,팜콕시브캡슐,세레콕시브,celecoxib
9099,Pamcroba,팜크로바정,팜시클로비르,famciclovir
9100,Pamcrin,팜크린정밀리그램,팜시클로비르,famciclovir
9101,Pamcle,팜클정밀리그램,팜시클로비르,famciclovir
9102,Pamclosemi,팜클로세미정,팜시클로비르,famciclovir
9103,Pamtoc,팜톡연질캡슐밀리그램,알리트레티노인,alitretinoin
9104,Pamfenac CR,팜페낙CR정,아세클로페낙,aceclofenac
9105,Pamher,팜헤르정,팜시클로비르,famciclovir
9106,Paebukso,패북소정밀리그램,페북소스타트,febuxostat
9107,Factos,팩토스정,피오글리타존염산염,pioglitazone
9108,Factive,팩티브주밀리그램,제미플록사신메실산염,gemifloxacin
9109,Person Sugadex,퍼슨슈가덱스주,슈가마덱스나트륨,sugammadex
9110,Person Cinacalcet,퍼슨시나칼셋정밀리그램,시나칼세트염산염,cinacalcet
9111,Person Paricalcitol,퍼슨파리칼시톨주,파리칼시톨,paricalcitol
9112,Person Polaprezinc,퍼슨폴라프레징크정,폴라프레징크,polaprezinc
9113,Person Hexol,퍼슨헥솔주,이오헥솔,iohexol
9114,Perkin CR,퍼킨씨알정밀리그램,카르비도파수화물,carbidopa
9115,Perkin,퍼킨정밀리그램,카르비도파수화물,carbidopa
9116,Pulsetin,펄세틴캡슐,플루옥세틴염산염,fluoxetine
9117,Pegot,페고트정밀리그램,페북소스타트,febuxostat
9118,Fenacet SR,페나셋서방정,아세트아미노펜,acetaminophen
9119,Fenacet Semi SR,페나셋세미서방정,아세트아미노펜,acetaminophen
9120,Fenacet Semi,페나셋세미정,트라마돌염산염,tramadol
9121,Fenacin,페나신정,솔리페나신숙신산염,solifenacin
9122,Fenaxon,페낙손정,에페리손염산염,eperisone
9123,Fenang,페낭정밀리그램,모니플루메이트,moniflumate
9124,Fenedo,페네도정밀리그램,도네페질염산염일수화물,donepezil
9125,Fenodipine SR,페노디핀지속정,펠로디핀,felodipine
9126,Fenodil,페노딜정밀리그램,페노피브레이트,fenofibrate
9127,Fenova,페노바정,페노피브레이트,fenofibrate
9128,Fenorix EH,페노릭스EH정,페노피브릭산,fenofibric acid
9129,Fenomix X,페노믹엑스정밀리그램,페노피브레이트,fenofibrate
9130,Fenobate,페노베이트캡슐,페노피브레이트과립(미분화),fenofibrate
9131,Fenosid,페노시드캡슐,페노피브릭산,fenofibric acid
9132,Fenowell,페노웰정밀리그램,페노피브레이트,fenofibrate
9133,Fenojective,페노제티브정,에제티미브,ezetimibe
9134,Fenocorin,페노코린캡슐,페노피브레이트콜린,fenofibrate
9135,Fenocle CR,페노클씨알정,아세클로페낙,aceclofenac
9136,Fenotu,페노투정밀리그램,페노피브레이트,fenofibrate
9137,Fenoprofen,페노프론밀리그램캡슐,페노프로펜칼슘,fenoprofen
9138,Fenoprofen,페노프론캡슐,페노프로펜칼슘,fenoprofen
9139,Fenopidil,페노피딜캡슐,페노피브레이트과립(미분화),fenofibrate
9140,Fenopyre,페노피레정,페노피브레이트,fenofibrate
9141,Fenopyren,페노피렌정,페노피브레이트,fenofibrate
9142,Fenofib,페노피브정밀리그램,페노피브레이트,fenofibrate
9143,Fenopi,페노피정밀리그램,페노피브레이트,fenofibrate
9144,Fenopita,페노피타정,피타바스타틴칼슘수화물,pitavastatin
9145,Fenofil,페노필정,펜톡시필린,pentoxifylline
9146,Fenopip,페노핍정,페노피브레이트,fenofibrate
9147,Penimentin,페니멘틴정밀리그램아목시실린수화물묽은클라불란산칼륨,아목시실린수화물,amoxicillin
9148,Penimox,페니목스정,아목시실린수화물,amoxicillin
9149,Pedea,페데아주,이부프로펜,ibuprofen
9150,Fedex,페덱스정,에페리손염산염,eperisone
9151,Peranel Tab mg,페라넬정밀리그램,페람파넬(미분화),perampanel
9152,Perad Tab mg,페라드정밀리그램,페북소스타트,febuxostat
9153,Peramivict Inj,페라미빅트주,페라미비르수화물,peramivir
9154,Peramitri Inj,페라미트리주,페라미비르수화물,peramivir
9155,Peracillin Inj gram,페라씰린주그람,피페라실린나트륨,piperacillin
9156,Flurami Inj,플루라미주,페라미비르수화물,peramivir
9157,Peraonce Inj,페라원스주,페라미비르수화물,peramivir
9158,Peratam Inj,페라탐주,세포페라존나트륨,cefoperazone
9159,Perexon SR Tab,페렉손서방정,에페리손염산염,eperisone
9160,Perental Tab,페렌탈정,펜톡시필린,pentoxifylline
9161,Perospin Tab mg,페로스핀정밀리그램,메틸페니데이트염산염,methylphenidate
9162,Perox Tab mg,페록스정밀리그램,페북소스타트,febuxostat
9163,Peroxi Tab,페록시정,페북소스타트,febuxostat
9164,Perbon Inj,페르본주사,폴리네이트칼슘,folinic acid
9165,Perinal Tab,페리날정,돔페리돈말레산염,domperidone
9166,Peridol Tab mg,페리돌정밀리그램,할로페리돌,haloperidol
9167,Peridol Inj,페리돌주,할로페리돌,haloperidol
9168,Perison Tab,페리손정,톨페리손염산염,tolperisone
9169,Perison SR Tab,페리슨SR서방정,에페리손염산염,eperisone
9170,Perison Tab,페리슨정,에페리손염산염,eperisone
9171,Periolimel NE Inj,페리올리멜엔이주,L-알라닌,alanine
9172,Periplus Liquid,페리플러스액,포도당수화물,glucose
9173,Ferinject Inj,페린젝트주,카르복시말토오스수산화제이철착염,ferric carboxymaltose
9174,Perimta Inj mg,페림타주밀리그램,페메트렉시드이나트륨염2.5수화물,pemetrexed
9175,Pemed-S Inj,페메드에스주,페메트렉시드이나트륨염2.5수화물,pemetrexed
9176,Pemed Inj mg,페메드주밀리그램,페메트렉시드이나트륨염2.5수화물,pemetrexed
9177,Pemecin Liquid Inj mg/mL,페메신액상주밀리그램밀리리터,페메트렉시드이나트륨염2.5수화물,pemetrexed
9178,Pemecin Inj mg,페메신주밀리그램,페메트렉시드이나트륨염2.5수화물,pemetrexed
9179,Pemodin Tab,페모딘정,파모티딘,famotidine
9180,Femoston Tab Dydrogesterone,페모스톤정디드로게스테론,에스트라디올반수화물,estradiol
9181,Femijet Tab mg,페미젯정밀리그램,아나스트로졸,anastrozole
9182,Febaro F Cap,페바로에프캡슐,피타바스타틴칼슘,pitavastatin
9183,Febaro Tab mg,페바로정밀리그램,피타바스타틴칼슘수화물,pitavastatin
9184,Febarojet Tab mg,페바로젯정밀리그램,피타바스타틴칼슘,pitavastatin
9185,Febot Tab mg,페보트정밀리그램,페북소스타트,febuxostat
9186,Feburain Granule,페부레인과립,페닐부틸산나트륨,phenylbutyrate
9187,Febut Tab mg,페부트정밀리그램,페북소스타트,febuxostat
9188,Febuxen Tab mg,페북센정밀리그램,페북소스타트,febuxostat
9189,Febuxoric Tab mg,페북소릭정밀리그램,페북소스타트,febuxostat
9190,Febuxon Tab mg,페북손정밀리그램,페북소스타트,febuxostat
9191,Febuxem Tab mg,페북엠정밀리그램,페북소스타트,febuxostat
9192,Febuxtam Tab,페북탐정,페북소스타트,febuxostat
9193,Feburic Tab mg,페브릭정밀리그램,페북소스타트,febuxostat
9194,Feblin Tab mg,페블린정밀리그램,페북소스타트,febuxostat
9195,Pesod Tab mg,페소드정밀리그램,페북소스타트,febuxostat
9196,Pesolin Tab mg,페소린정밀리그램,페북소스타트,febuxostat
9197,Pesotat Tab mg,페소타트정밀리그램,페북소스타트,febuxostat
9198,Pesdon Tab,페스돈정,돔페리돈,domperidone
9199,Peiron Cap,페이론캡슐,아미노벤조산 칼륨,aminobenzoic acid
9200,Painless SR Tab,페인리스서방정,아세트아미노펜,paracetamol
9201,Painless Semi Sustained-Release Tablet,페인리스세미서방정,아세트아미노펜,acetaminophen
9202,Painless Semi Tablet,페인리스세미정,트라마돌염산염,tramadol
9203,Pinad Tablet,피나드정,트라마돌염산염,tramadol
9204,Petava Tablet,페타바정,페노피브레이트(미분화),fenofibrate (micronized)
9205,Petrisen Tablet Milligram,페트리센정밀리그램,페북소스타트,febuxostat
9206,Fexonadine Tablet Milligram,펙소나딘정밀리그램,펙소페나딘염산염,fexofenadine
9207,Fexowon Tablet Milligram,펙소원정밀리그램,페북소스타트,febuxostat
9208,Pectorin Tablet Milligram,펙토린정밀리그램,페북소스타트,febuxostat
9209,Fennel Capsule,펜넬캡슐,마늘유,garlic oil
9210,Pendown Capsule,펜다운캡슐,가바펜틴,gabapentin
9211,Penlex Tablet,펜렉스정,록소프로펜나트륨수화물,loxoprofen hydrate
9212,Penmid Tablet,펜미드정,레바미피드,rebamipide
9213,Penmix Gabapentin Capsule Milligram,펜믹스가바펜틴캡슐밀리그램,가바펜틴,gabapentin
9214,Penmix Sugammadex Sodium Injection,펜믹스슈가마덱스나트륨주,슈가마덱스나트륨,sugammadex
9215,Penmix Sitaflo Tablet,펜믹스시타플로정,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9216,Penmix Azestin Tablet,펜믹스아제스틴정,아젤라스틴염산염,azelastine
9217,Penmix Caspofungin Acetate Injection Milligram,펜믹스카스포펀진아세테이트주밀리그램,카스포펀진아세테이트,caspofungin acetate
9218,Penmix Tiropramide Hydrochloride Tablet,펜믹스티로프라미드염산염정,티로프라미드염산염,tiropramide
9219,Penmix Palonosetron Hydrochloride Injection,펜믹스팔로노세트론염산염주,팔로노세트론염산염,palonosetron
9220,Penmix Peramivir Hydrate Injection,펜믹스페라미비르수화물주,페라미비르수화물,peramivir hydrate
9221,Penbrex Injection,펜브렉스주,암피실린나트륨,ampicillin
9222,Penvir Tablet,펜비어정,팜시클로비르,famciclovir
9223,Pencure Semi Tablet,펜큐어세미정,트라마돌염산염,tramadol
9224,Pencra Duo Syrup,펜크라듀오시럽,아목시실린수화물,amoxicillin hydrate
9225,Pencra Duo Tablet,펜크라듀오정,아목시실린수화물,amoxicillin hydrate
9226,Pencra Syrup,펜크라시럽,아목시실린수화물,amoxicillin hydrate
9227,Pencra Injection Gram,펜크라주그램,아목시실린수화물,amoxicillin hydrate
9228,Penclear Max Tablet,펜클리어맥스정,아세트아미노펜,acetaminophen
9229,Penclear Tablet,펜클리어정,아세트아미노펜,acetaminophen
9230,Pentaderm Patch h,펜타덤패취h,펜타닐,fentanyl
9231,Pentaderm Patch gh,펜타덤패취gh,펜타닐,fentanyl
9232,Pentadur Patch gh,펜타듀르패취gh,펜타닐,fentanyl
9233,Pentadur Patch ugh,펜타듀르패취ugh,펜타닐,fentanyl
9234,Pentalix Patch h,펜타릭스패취h,펜타닐,fentanyl
9235,Pentamax MAT Patch h,펜타맥스MAT패치h,펜타닐,fentanyl
9236,Pentavera Patch gh,펜타베라패취gh,펜타닐,fentanyl
9237,Pentasa Enema Solution,펜타사관장액,메살라진,mesalazine
9238,Pentasa Sustained-Release Granules Gram,펜타사서방과립그램,메살라진,mesalazine
9239,Pentasa Sustained-Release Tablet g,펜타사서방정g,메살라진,mesalazine
9240,Pentasa Sustained-Release Tablet Milligram,펜타사서방정밀리그램,메살라진,mesalazine
9241,Pentasa Suppository,펜타사좌약,메살라진,mesalazine
9242,Pentacillin Injection Gram,펜타실린주그램,암피실린나트륨,ampicillin
9243,Pentaamine Injection,펜타아민주,L-이소류신,l-isoleucine
9244,Pentacan Sublingual Tablet Microgram,펜타칸설하정마이크로그램,펜타닐시트르산염,fentanyl citrate
9245,Pentowell Sustained-Release Tablet Milligram,펜토웰서방정밀리그램,펜톡시필린,pentoxifylline
9246,Pentoknase Tablet,펜톡나제정,칼리디노게나제,kallidinogenase
9247,Pentoxin Sustained-Release Tablet Milligram,펜톡신서방정밀리그램,펜톡시필린,pentoxifylline
9248,Penflu Capsule Milligram,펜플루캡슐밀리그램,오셀타미비르인산염,oseltamivir phosphate
9249,Penflu Powder for Suspension mL,펜플루현탁용분말mL,오셀타미비르인산염,oseltamivir phosphate
9250,Pele Prolonged-Release Tablet,펠레지속정,펠로디핀,felodipine
9251,Felodion Sustained-Release Tablet Milligram,펠로디온지속정밀리그램,펠로디핀,felodipine
9252,Felodic Sustained-Release Tablet,펠로딕지속정,펠로디핀,felodipine
9253,Felodip Tablet,펠로딥정,펠로디핀,felodipine
9254,Feloen Tablet,펠로엔정,펠루비프로펜(미분화),pelubiprofen (micronized)
9255,Felo OD Tablet Milligram,펠로오디정밀리그램,메만틴염산염,memantine
9256,Felo Tablet Milligram,펠로정밀리그램,메만틴염산염,memantine
9257,Felotin Tablet,펠로틴정,펠로디핀,felodipine
9258,Felon Tablet,펠론정,펠로디핀,felodipine
9259,Pelubi Extended-Release Tablet,펠루비서방정,펠루비프로펜,pelubiprofen
9260,Pelubi S Tablet,펠루비에스정,펠루비프로펜트로메타민(미분화),pelubiprofen tromethamine (micronized)
9261,Felidin Tablet,펠리딘정,펠로디핀,felodipine
9262,Phelps Tablet,펠프스정,펠루비프로펜,pelubiprofen
9263,Pemta Injection Milligram,펨타주밀리그램,페메트렉시드이나트륨염2.5수화물,pemetrexed disodium 2.5 hydrate
9264,Pemta Injection Milligram Milliliter,펨타주밀리그램밀리리터,페메트렉시드 이나트륨 2.5수화물,pemetrexed disodium 2.5 hydrate
9265,Peptazol Tablet Milligram,펩타졸정밀리그램,판토프라졸나트륨세스키히드레이트,pantoprazole sesquihydrate
9266,Peptazol Injection,펩타졸주사,판토프라졸나트륨세스키히드레이트,pantoprazole sesquihydrate
9267,Fogran Tablet Milligram,포그란정밀리그램,사포그릴레이트염산염,sarpogrelate
9268,Fogrel Extended-Release Tablet Milligram,포그렐서방정밀리그램,사르포그렐레이트염산염,sarpogrelate
9269,Fogrel Tablet,포그렐정,사르포그렐레이트염산염,sarpogrelate
9270,Foglo Tablet Milligram,포글로정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9271,Foglin Tablet Milligram,포글린정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9272,Fonoxetine Capsule,포녹세틴캡슐,플루옥세틴염산염,fluoxetine
9273,Fonuvia Tablet Milligram,포누비아정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
9274,Fodagl Tablet Milligram,포다글정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9275,Fodasi Tablet Milligram,포다시정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9276,Fodocefil Tablet,포독세틸정,세프포독심프록세틸,cefpodoxime proxetil
9277,Fodox Tablet,포독스정,세프포독심프록세틸,cefpodoxime proxetil
9278,Fodream Tablet,포드림정,타다라필,tadalafil
9279,FDM Tablet Milligram,포디엠정밀리그램,메트포르민염산염,metformin
9280,Forus Ophthalmic Ointment,포러스안연고,폴리믹신B황산염,polymyxin b sulfate
9281,Forus Eye Drops,포러스점안액,폴리믹신B황산염,polymyxin b sulfate
9282,Foray Extended-Release Tablet Milligram,포레이서방정밀리그램,사르포그렐레이트염산염,sarpogrelate
9283,Forend Tablet Milligram,포렌드정밀리그램,알렌드론산나트륨수화물,alendronate hydrate
9284,Forend Plus D Tablet,포렌드플러스디정,알렌드론산나트륨삼수화물,alendronate trihydrate
9285,Forellert Tablet,포렐러트정,사르포그렐레이트염산염,sarpogrelate
9286,Forza Duo Tablet Milligram,포르자듀오정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9287,Furofenal Tablet Milligram,푸로페날정밀리그램,실데나필시트르산염,sildenafil citrate
9288,Forimac Tablet,포리맥정,폴라프레징크,polaprezinc
9289,Foributin Extended-Release Tablet,포리부틴서방정,트리메부틴말레산염,trimebutine maleate
9290,Formulesia Tablet,포뮬레시아정,피나스테리드,finasteride
9291,Formister Tablet,포미스터정,실데나필시트르산염,sildenafil citrate
9292,Foverin Tablet,포베린정,프로피베린염산염,propiverine
9293,Fobutin Tablet,포부틴정,트리메부틴말레산염,trimebutine maleate
9294,Fobigle Tablet Milligram,포비글정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9295,Povidine Gargle Solution,포비딘가글액,포비돈요오드,povidone-iodine
9296,Foviard Tablet,포비어드정,테노포비르디소프록실푸마르산염,tenofovir disoproxil fumarate
9297,Fosarend Tablet,포사렌드정,알렌드론산나트륨수화물,alendronate hydrate
9298,Fosaronin Tablet,포사로닌정,알렌드론산나트륨수화물,alendronate hydrate
9299,Fosaron Tablet,포사론정,알렌드론산나트륨수화물,alendronate hydrate
9300,Fosarong Tablet Milligram,포사롱정밀리그램,알렌드론산나트륨수화물,alendronate hydrate
9301,Fosalong Plus D Tab.,포사롱플러스디정,알렌드론산나트륨수화물,alendronate hydrate
9302,Fosarin Tab. mg,포사린정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9303,Fosamax mg Tab.,포사맥스밀리그램정,알렌드론산나트륨,alendronate
9304,Fosamax Tab.,포사맥스정,알렌드론산나트륨,alendronate
9305,Fosamax Plus Tab.,포사맥스플러스정,알렌드론산나트륨수화물,alendronate hydrate
9306,Fosagenic Plus D Tab.,포사제닉플러스디정,알렌드론산나트륨,alendronate
9307,Fosaquin Tab.,포사퀸정,알렌드론산나트륨,alendronate
9308,Fosalen Tab.,포살렌정,알렌드론산나트륨수화물,alendronate hydrate
9309,Fosod Eye Drops,포소드점안액,요오드화칼륨,potassium iodide
9310,Fosuvet Duo SR Tab. mg,포슈벳듀오서방정밀리그램,다파글리플로진시트르산,dapagliflozin citrate
9311,Fosuvet Tab. mg,포슈벳정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9312,Fosnel Tab. mg,포스넬정밀리그램,리세드론산나트륨2.5수화물,risedronate hemi-pentahydrate
9313,Fosrion Tab. mg,포스리온정밀리그램,베포타스틴베실산염,bepotastine besilate
9314,Foscolin Soft Cap.,포스콜린연질캡슐,콜린알포세레이트,choline alfoscerate
9315,Foscolin Tab.,포스콜린정,콜린알포세레이트,choline alfoscerate
9316,Foster HFA Inhaler,포스터에이치에프에이흡입제,베클로메타손디프로피오네이트,beclometasone dipropionate
9317,Foster Nexthaler,포스터넥스트할러,베클로메타손디프로피오네이트무수물(미분화),beclometasone dipropionate anhydrous
9318,Foster Nexthaler Inhaler,포스터넥스트할러흡입제,베클로메타손디프로피오네이트(미분화),beclometasone dipropionate
9319,Fostimon Inj. IU,포스티몬주아이유,인난포자극호르몬,menotropin
9320,Fospo Tab.,포스포정,아세트산칼슘,calcium acetate
9321,Fosiple Duo SR Tab. mg,포시플듀오서방정밀리그램,다파글리플로진무수유당혼합물,dapagliflozin
9322,Fosiglip M Tab. mg,포시글립엠정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
9323,Fosidave Tab. mg,포시다베정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9324,Fosidapa M SR Tab. mg,포시다파엠서방정밀리그램,메트포르민염산염,metformin
9325,Fosidiem SR Tab. mg,포시디엠서방정밀리그램,다파글리플로진시트르산,dapagliflozin citrate
9326,Fosimet SR Tab. mg,포시메트서방정밀리그램,다파글리플로진시트르산,dapagliflozin citrate
9327,Fosivis Tab. mg,포시비스정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9328,Fosivia Tab. mg,포시비아정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9329,Fosia Tab. mg,포시아정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9330,Fosicain Inj.,포시카인주,아티카인염산염,articaine
9331,Fosicombi Tab. mg,포시콤비정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
9332,Fosita Tab. mg,포시타정밀리그램,시타글립틴염산염수화물,sitagliptin hydrate
9333,Fosilozin S Tab.,포실로진에스정,다파글리플로진프로판디올수화물,dapagliflozin propanediol hydrate
9334,Foalen Tab.,포알렌정,알렌드론산나트륨삼수화물,alendronate trihydrate
9335,Pointy Cap.,포인티캡슐,디아세레인,diacerein
9336,Fojin Clover Tab. mg,포진클로버정밀리그램,팜시클로비르,famciclovir
9337,Fotarion Tab.,포타리온정,베포타스틴베실산염,bepotastine besilate
9338,Fotas Tab.,포타스정,베포타스틴베실산염,bepotastine besilate
9339,Fotastin OD Tab.,포타스틴오디정,베포타스틴칼슘이수화물,bepotastine calcium dihydrate
9340,Fotacin Duo Tab. mg,포타신듀오정밀리그램,아목시실린수화물,amoxicillin hydrate
9341,Fotacin Tab.,포타신정,아목시실린수화물,amoxicillin hydrate
9342,Fotacin Tab. mg,포타신정밀리그램,아목시실린수화물,amoxicillin hydrate
9343,Fotech Plus Cap.,포텍플러스캡슐,비페닐디메틸디카르복실레이트,biphenyl dimethyl dicarboxylate
9344,Photofrin Inj. mg,포토프린주사밀리그램,포르피머나트륨,porfimer
9345,Fopix Cap.,포픽스캡슐,세픽심수화물,cefixime hydrate
9346,Foxantal Inj. mg,폭산탈주밀리그램,옥살리플라틴,oxaliplatin
9347,Foxetin Cap. mg,폭세틴캡슐밀리그램,플루옥세틴염산염,fluoxetine
9348,Foxilium Phosphate Solution mmol/L,폭실리움인산액mmolL,염화칼슘이수화물,calcium chloride dihydrate
9349,Fondamis Tab. mg,폰다미스정밀리그램,토피라메이트,topiramate
9350,Fonstel Tab. mg,폰스텔정밀리그램,메페남산,mefenamic acid
9351,Pontal Capsule,폰탈캡슐,메페남산,mefenamic acid
9352,Poldar Tablet,폴다정밀리그램,폴산,folic acid
9353,Polaris Tablet,폴라리스정,아미설프리드,amisulpride
9354,Polamax Tablet,폴라맥정,폴라프레징크,polaprezinc
9355,Polacon Tablet,폴라콘정,폴라프레징크,polaprezinc
9356,Pola M Tablet,폴라엠정,폴라프레징크,polaprezinc
9357,Polajet Tablet,폴라젯정,폴라프레징크,polaprezinc
9358,Polazing Tablet,폴라징정밀리그램,폴라프레징크,polaprezinc
9359,Polazinc Tablet,폴라징크정,폴라프레징크,polaprezinc
9360,Polemax Tablet,폴레맥정,폴라프레징크,polaprezinc
9361,Polinine Injection,폴리나인주,폴산,folic acid
9362,Polycol Tablet,폴리콜정,폴리데옥시리보뉴클레오티드나트륨,polydeoxyribonucleotide
9363,Polmin Dapa Sustained-release Tablet,폴민다파서방정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
